Row #,Dept. Descr,Acad Org,Course ID,Offer Nbr,Offered,Last Offered,Subject,Catalog Nbr,Course Title,(D),(Q),(W),Xlist,Primary/Secondary,Course Descr,Cls Format,Rqmt/Eval,Prereqs,Enrl Limit,Exp Cls Sz,Preferences,Dept Notes,Distrib Notes,Extra Info,Extra Info2,Matl/Lab Fee,Division,EDI,QFR,WI,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attrbute10,Section,Component,Pat1,Start Time1,End Time1,WMS Facl Dsc 1,Pat2,Start Time2,End Time2,WMS Facl Dsc 2,Pat3,Start Time3,End Time3,WMS Facl Dsc 3,Last Name 1,First Name 1,Last Name 2,First Name 2,Last Name 3,First Name 3,Last Name 4,First Name 4,Last Name 5,First Name 5,Last Name 6,First Name 6,Subject Sort,Catalog Nbr Sort,Term Sort
1,Physics,PHYS,011896,1,Fall 2014,,PHYS, 301,Quantum Physics,,(Q),,,,"This course serves as a one-semester introduction to the history, formalism, and phenomenology of quantum mechanics. We begin with a discussion of the historical origins of the quantum theory, and the Schroedinger wave equation. The concepts of matter waves and wave-packets are introduced.
Solutions to one-dimensional problems will be treated prior to introducing the system which serves as a hallmark of the success of quantum theory, the three-dimensional hydrogen atom. In the second half of the course, we will develop the important connection between the underlying mathematical formalism and the physical predictions of the quantum theory and introduce the Heisenberg formalism. We then go on to apply this knowledge to several important problems within the realm of atomic and nuclear physics concentrating on applications involving angular momentum and spins.","lecture, three hours per week; laboratory, three hours per week","evaluation will be based on weekly problem sets, labs, a midterm exam, and final exam, all of which have a substantial quantitative component",PHYS 202 and PHYS 210,none,15,,,,,,,Division 3,,Quantitative/Formal Reasoning,,MTSC Related Courses,,,,,,,,,,01,LEC,MWF,09:00,09:50,Physics 205,,,,,,,,,Lopes,Ward,,,,,,,,,,,PHYS, 301,1151
2,Physics,PHYS,011896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,W,01:00,04:00,,,,,,,,,,Lopes,Ward,,,,,,,,,,,PHYS, 301,1151
3,Physics,PHYS,011896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,R,01:00,04:00,,,,,,,,,,Lopes,Ward,,,,,,,,,,,PHYS, 301,1151
4,Physics,PHYS,011896,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04,LAB,M,01:00,04:00,,,,,,,,,,Lopes,Ward,,,,,,,,,,,PHYS, 301,1151
1,Physics,PHYS,014136,1,Spring 2015,,PHYS, 302,Stat Mechanics & Thermodynamics,,(Q),,,,"Macroscopic objects are made up of huge numbers of fundamental particles interacting in simple ways--obeying the Schrõdinger equation, Newton's and Coulomb's Laws---and these objects can be described by macroscopic properties like temperature, pressure, magnetization, heat capacity, conductivity, etc. In this course we will develop the tools of statistical physics, which will allow us to predict the cooperative phenomena that emerge in large ensembles of interacting particles. We will apply those tools to a wide variety of physical questions, including the behavior of gasses, polymers, heat engines, magnets, and electrons in solids.","lecture/discussion, three hours per week; laboratory, three hours per week","evaluation will be based on weekly problem sets, exams, and labs, all of which have a substantial quantitative component","required: PHYS 201, PHYS 210;  recommended: PHYS 202, PHYS 301",24,15,,,,,,,Division 3,,Quantitative/Formal Reasoning,,BGNP Related Courses,MTSC Related Courses,,,,,,,,,01,LEC,MWF,10:00,10:50,,,,,,,,,,Aalberts,Daniel,,,,,,,,,,,PHYS, 302,1153
2,Physics,PHYS,014136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,M,01:10,03:50,,,,,,,,,,Aalberts,Daniel,,,,,,,,,,,PHYS, 302,1153
3,Physics,PHYS,014136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03,LAB,T,01:10,03:50,,,,,,,,,,Aalberts,Daniel,,,,,,,,,,,PHYS, 302,1153
1,Physics,PHYS,019450,1,Not Offered Academic Year 2015,last offered Spring 2013,PHYS, 308,"Energy Science and Technology, Advanced Section",,(Q),,,,"Energy use has skyrocketed in the United States and elsewhere in the world, causing significant economic and political shifts, as well as concerns for the environment. This course will address the physics and technology of energy generation, consumption, and conservation. It will cover a wide range of energy sources, including fossil fuels, hydropower, solar energy, wind energy, and nuclear energy. We will discuss energy use in transportation, manufacturing, building heating, and building lighting. Students will learn to compare the efficiencies and environmental impacts of various energy sources and uses.
PHYS 308 is an advanced section of PHYS 108 ""Energy Science and Technology"" and is intended for students who have substantial background in college-level physics. It will include all of the material in PHYS 108, supplemented with more advanced readings and more challenging assignments.",lecture once a week plus weekly confernce section,"weekly assignments, two hour tests, and a final project; all of these will be substantially quantitative",PHYS 201 and MATH 150 or 151 (formerly 105 or 106),20,10,,,,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,,LEC,,,,,,,,,,,,,,,,,,,,,,,,,PHYS, 308,1133
1,Physics,PHYS,019934,1,Spring 2015,,PHYS, 312,Philosophical Implications of Modern Physics,,(Q),,PHYS 312/PHIL 312,Primary,"Some of the discoveries made by physicists over the last century seem to show that our common sense views are deeply at odds with our most sophisticated and best confirmed scientific theories. The course will present the essential ideas of relativity theory and quantum theory and explore their implications for philosophy.  We will ask, for example, what these theories tell us about the nature of space, time, probability and causality.",lecture,"attendance, participation, problem sets, exams, six 1- to 2-page papers and a 12- to 15-page term paper","MATH 140, high-school physics, and either a 200-level course in philosophy or a 100-level course in physics",20,20,Philosophy majors and Physics majors,,,meets the Division 2 requirement if registration is under PHIL; Division 3 requirement if registration under PHYS,,,Division 3,,Quantitative/Formal Reasoning,,PHIL Contemp Metaphysics & Epistemology Courses,,,,,,,,,,01,LEC,TR,11:20,12:35,,,,,,,,,,Wootters,William,McPartland,Keith,,,,,,,,,PHYS, 312,1153
1,Physics,PHYS,019662,1,Not Offered Academic Year 2015,last offered Spring 2014,PHYS, 314,"Controlling Quanta: Atoms, Electrons, and Photons",,(Q),,,,"This course will explore modern developments in the control of individual quantum systems.  Topics covered will include basic physical theories of atoms coupled to photons, underlying mathematical tools (including Lie algebras and groups), and computational methods to simulate and analyze quantum systems.  Applications to quantum computing, teleportation, and experimental metaphysics (Bell's inequality) will also be discussed.",tutorial,"tutorial preparation and participation, weekly problem sets/papers, and a final project",PHYS 210 or MATH 250 (formerly 211),10,10,Sophomore and junior Physics majors,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,,TUT,,,,,,,,,,,,,Strauch,Frederick,,,,,,,,,,,PHYS, 314,1143
1,Physics,PHYS,016952,1,Fall 2014,,PHYS, 315,Computational Biology,,(Q),,PHYS 315/CSCI 315,Primary,"This course will provide an overview of Computational Biology, the application of computational, mathematical, statistical, and physical problem-solving techniques to interpret the rapidly expanding amount of biological data. Topics covered will include database searching, DNA sequence alignment, clustering, RNA structure prediction, protein structural alignment, methods of analyzing gene expression, networks, and genome assembly using techniques such as string matching, dynamic programming, hidden Markov models, and expectation-maximization.",lab three hours per week plus weekly tutorial meeting,"evaluation will be based on weekly programming assignments, problem sets, a few quizzes and a final project","programming experience (e.g., CSCI 136), mathematics (PHYS 210 or MATH 150), and physical science (PHYS 142 or 151, or CHEM 151 or 153 or 155), or permission of the instructor",10,8,based on seniority,,,may not be taken on a pass/fail basis,,,Division 3,,Quantitative/Formal Reasoning,,BGNP Recommended Courses,,,,,,,,,,T1,TUT,TBA,,,,,,,,,,,,Aalberts,Daniel,,,,,,,,,,,PHYS, 315,1151
2,Physics,PHYS,016952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2,LAB,M,01:10,03:50,,,,,,,,,,Aalberts,Daniel,,,,,,,,,,,PHYS, 315,1151
1,Physics,PHYS,011668,2,Spring 2015,,PHYS, 316,Protecting Information: Applications of Abstract Algebra and Quantum Physics,,(Q),,MATH 316/PHYS 316,Secondary,"Living in the information age, we find ourselves depending more and more on codes that protect messages against either noise or eavesdropping. This course examines some of the most important codes currently being used to protect information, including linear codes, which in addition to being mathematically elegant are the most practical codes for error correction, and the RSA public key cryptographic scheme, popular nowadays for internet applications. We also study the standard AES system as well as an increasingly popular cryptographic strategy based on elliptic curves.  Looking ahead by a decade or more, we show how a quantum computer could crack the RSA scheme in short order, and how quantum cryptographic devices will achieve security through the inherent unpredictability of quantum events.",lecture,evaluation will be based on homework sets and exams,PHYS/MATH 210 or MATH 250 (possibly concurrent) or permission of the instructors;,50,35,discretion of the instructors,students not satisfying the course prerequisites but who have completed MATH 200 or MATH 209  are particularly encouraged to ask to be admitted,,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,LEC,MWF,09:00,09:50,,,,,,,,,,Loepp,Susan,Wootters,William,,,,,,,,,PHYS, 316,1153
1,Physics,PHYS,017478,5,Fall 2014,,PHYS, 319,"Integrative Bioinformatics, Genomics, and Proteomics Lab",,(Q),,BIOL 319/MATH 319/CHEM 319/PHYS 319/CSCI 319,Secondary,"What can computational biology teach us about cancer? In this capstone experience for the Genomics, Proteomics, and Bioinformatics program, computational analysis and wet-lab investigations will inform each other, as students majoring in biology, chemistry, computer science, mathematics/statistics, and physics contribute their own expertise to explore how ever-growing gene and protein data-sets can provide key insights into human disease. In this course, we will take advantage of one well-studied system, the highly conserved Ras-related family of proteins, which play a central role in numerous fundamental processes within the cell. The course will integrate bioinformatics and molecular biology, using database searching, alignments and pattern matching, phylogenetics, and recombinant DNA techniques to reconstruct the evolution of gene families by focusing on the gene duplication events and gene rearrangements that have occurred over the course of eukaryotic speciation. By utilizing high through-put approaches to investigate genes involved in the MAPK signal transduction pathway in human colon cancer cell lines, students will uncover regulatory mechanisms that are aberrantly altered by siRNA knockdown of putative regulatory components. This functional genomic strategy will be coupled with independent projects using phosphorylation-state specific antisera to test our hypotheses. Proteomic analysis will introduce the students to de novo structural prediction and threading algorithms, as well as data-mining approaches and Bayesian modeling of protein network dynamics in single cells. Flow cytometry and mass spectrometry will be used to study networks of interacting proteins in colon tumor cells.","two afternoons of lab, with one hour of lecture, per week","lab participation, several short homework assignments, one lab report, a programming project, and a grant proposal","BIOL 202; or; students who have not taken BIOL 202 but have taken BIOL 101/AP Biology and CSCI 315 or PHYS 315 or CSCI 106, may enroll with permission of instructor; No prior computer programming experience is required",12,12,"seniors, then juniors/sophomores",does not satisfy the distribution requirement in the Biology major,,,,,Division 3,,Quantitative/Formal Reasoning,,BGNP Core Courses,BIMO Interdepartmental Electives,,,,,,,,,01,LEC,W,12:25,01:10,Bronfman 103,,,,,,,,,Banta,Lois,,,,,,,,,,,PHYS, 319,1151
2,Physics,PHYS,017478,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,LAB,WR,01:15,04:00,Physics 207,,,,,,,,,Banta,Lois,,,,,,,,,,,PHYS, 319,1151
1,Physics,PHYS,019451,1,Not Offered Academic Year 2015,last offered Fall 2012,PHYS, 321,Introduction to Particle Physics,,(Q),,,,"The Standard Model of particle physics incorporates special relativity, quantum mechanics, and almost all that we know about elementary particles and their interactions. This course introduces some of the main ideas and phenomena associated with the Standard Model. After a review of relativistic kinematics, we will learn about symmetries in particle physics, Feynman diagrams, and selected applications of quantum electrodynamics, the weak interactions, and quantum chromodynamics. We will conclude with a discussion of spontaneous symmetry breaking and the Higgs mechanism.",lecture,"weekly problem sets, two midterm exams, and a final exam","PHYS 301, which may be taken concurrently",none,15,,,,,,,Division 3,,Quantitative/Formal Reasoning,,,,,,,,,,,,,LEC,,,,,,,,,,,,,Tucker-Smith,David,,,,,,,,,,,PHYS, 321,1131
